lead_id,first_name,last_name,company,email,phone,status,lead_source,lead_owner_id,lead_created_date,converted_account_id,converted_contact_id,converted_opportunity_id,owner_name,owner_title,owner_role,owner_department,owner_is_active,owner_hire_date,task_count,open_task_count,closed_task_count,high_priority_task_count,last_task_created_date,last_task_activity_date,lead_age_days,lead_is_converted
00QOdem0k8AzdjtkZ9,Zuri,Gonzalez,Acme Health,zuri.gonzalez.973@lead.example,+1-555-124-9850,Open,Trade Show,005sbu92PDPF7bHdnm,2023-07-02,0015oyue3zPE2pHiDR,003uYITg7CmTkLbXFS,006Vyyn5zikTAiVBx6,Amina Ibrahim,Business Development Representative,BDR,Sales,True,2025-12-03,4,1,3,3,2025-07-19,2025-08-13,913,True
00QnTTldFiEAOkPV8P,Casey,Moore,Summit Technologies,casey.moore.974@lead.example,+1-555-906-4700,Nurturing,Inbound,005t7soLyXgOHMyIPy,2024-10-17,,,,Casey Wilson,Account Executive,AE,Sales,True,2023-06-18,2,2,0,1,2024-01-12,2024-02-07,440,False
00QcveNBTKCYE8mkVW,Saanvi,Mitchell,Oakridge Health,saanvi.mitchell.975@lead.example,+1-555-107-9713,Nurturing,Trade Show,005XY6JL792Cjz6tvp,2025-02-25,001eFhaQ8RJ9bIxST0,003ak9f5OqPsZdACtL,006tDKj8NZq9bhBCxy,Akira Moore,Business Development Representative,BDR,Sales,True,2023-11-18,4,1,3,2,2025-07-16,2025-07-24,309,True
00Q9hg29QTeaTP0KyN,DeShawn,Mitchell,Northstar Foods,deshawn.mitchell.976@lead.example,+1-555-945-4907,Qualified,Inbound,005zWOoMnQrwuxqr1I,2023-06-26,001WrdLPpEIGCcLwYx,003LhMN8ui6wxzH1TI,006id7n50JsjmNUSqL,Elias Smith,Sales Development Representative,SDR,Sales,True,2022-09-16,3,2,1,1,2024-08-16,2024-09-15,919,True
00QYvxOGEAYE17FOwA,Nia,Thomas,Stratus Technologies,nia.thomas.977@lead.example,+1-555-883-8119,Nurturing,Event,005mYnZlHWW2dnL0rt,2024-02-24,0016wO0o4dMuyItch9,003VplgUIfzbAV9OO1,0063IWmWN14MTYNMvb,Riley Jackson,Business Development Representative,BDR,Sales,True,2021-09-28,2,1,1,0,2023-04-19,2023-04-27,676,True
00Qva1rEOYt9KMb14u,Adriana,Green,Ironwood Labs,adriana.green.978@lead.example,+1-555-316-3585,Nurturing,Partner Referral,005F4DJKwnDrFRcqbf,2022-09-08,,,,Noah Smith,Business Development Representative,BDR,Sales,True,2022-10-29,4,1,3,1,2024-12-07,2024-12-08,1210,False
00QyZZ4xN0PGQtomRI,Kavya,Davis,Ironwood Group,kavya.davis.979@lead.example,+1-555-500-5352,Nurturing,Trade Show,005lWDDSfm41preSiA,2022-08-23,001Dz7kbI8oYuLZ5Uh,003a1EAKmxl6UMjp0I,0068JlS1Bos4HUuxlS,Emerson Garcia,Sales Development Representative,SDR,Sales,True,2021-06-24,3,0,3,2,2025-12-28,2025-12-31,1226,True
00QeAvLVbDiglN8YGd,Kavya,Miller,Pinnacle Partners,kavya.miller.980@lead.example,+1-555-455-7195,Qualified,Outbound,005EF1FFbGvvXzIjDl,2024-04-08,,,,Tariq Moore,Sales Development Representative,SDR,Sales,True,2023-01-30,5,1,4,0,2024-11-12,2024-12-05,632,False
00QPXWmOYkPyVho47m,Keisha,Martinez,Summit Retail,keisha.martinez.981@lead.example,+1-555-735-7474,Qualified,Partner Referral,0055pWDZRM9H820dFq,2024-11-14,001vHQt2o2Ls0VkMYr,003Ah7EXpsQ9r2IpoU,006Y2ymY3Y1qSeqbX2,Jihoon Robinson,Sales Development Representative,SDR,Sales,True,2025-01-15,5,3,2,0,2024-01-01,2024-01-23,412,True
00Qk4MXbfwD8BdmPFJ,Miguel,Wong,Clearwater Media,miguel.wong.982@lead.example,+1-555-977-4214,Open,Inbound,005XY6JL792Cjz6tvp,2022-05-31,,,,Akira Moore,Business Development Representative,BDR,Sales,True,2023-11-18,4,2,2,1,2025-11-11,2025-12-11,1310,False
00Q6i54LEpMo4LlhD0,Imani,Williams,Ironwood Financial,imani.williams.983@lead.example,+1-555-667-5744,Working,Inbound,005sbu92PDPF7bHdnm,2024-12-30,001wa3IuX6n3OL3LRA,003feQMi7kNoo757EV,006eLzIlezKXsMxR9P,Amina Ibrahim,Business Development Representative,BDR,Sales,True,2025-12-03,2,1,1,1,2025-05-24,2025-06-21,366,True
00QTzNXj9YqLG4mdfo,DeShawn,Lopez,Redwood Technologies,deshawn.lopez.984@lead.example,+1-555-370-5893,Working,Event,005FlqJ6WT9psqZImt,2025-03-06,,,,Carmen Johnson,Account Executive,AE,Sales,True,2025-10-03,1,0,1,1,2022-01-19,2022-02-01,300,False
00QcTcXpwyxDM0E4Qr,DeShawn,Diaz,Ironwood Consulting,deshawn.diaz.985@lead.example,+1-555-616-8839,Open,Inbound,005PkYO2xaCUvet6zY,2022-12-30,001qdi6vQLBrcYnW0K,003NLHo254PiTKLnu6,006Igzw6d5Avogg7V1,DeShawn Williams,Sales Development Representative,SDR,Sales,True,2024-01-25,4,1,3,0,2025-10-13,2025-10-23,1097,True
00QxHiKf7EWhSoAFjN,Camila,Brown,Ironwood Financial,camila.brown.986@lead.example,+1-555-730-6438,Open,Inbound,005w1rZfJkoRoaYcEo,2022-11-13,,,,Jada Green,Business Development Representative,BDR,Sales,True,2021-10-10,5,2,3,1,2025-09-23,2025-10-12,1144,False
00QhemsxIuadUlpuMK,Alex,Alvarez,Oakridge Health,alex.alvarez.987@lead.example,+1-555-175-7904,Working,Trade Show,005fDW8pqYyhUsaaJT,2025-10-28,001uPVuu99frb7PzE9,003P0vlHDESrfOtY1f,006yFcawnafEa21kxR,Keisha Rodriguez,Sales Development Representative,SDR,Sales,True,2024-02-14,1,0,1,1,2025-06-07,2025-06-17,64,True
00QfGLfvixZTFgU712,Zuri,Hernandez,Nimbus Labs,zuri.hernandez.988@lead.example,+1-555-273-2313,Working,Web,005vvizm5OfORbfBYV,2024-06-19,,,,Kavya Robinson,Sales Development Representative,SDR,Sales,True,2022-06-25,3,2,1,0,2023-08-29,2023-09-23,560,False
00QIQw39pejjA4yKHq,Kai,Lewis,Stratus Health,kai.lewis.989@lead.example,+1-555-738-1152,Working,Web,005U1SVjkIk2fyV5rw,2025-09-27,001HOOMPvYXyebECR3,0035ySZ4IuFqeP5ZiX,006NVOXg2YvkdaKLy9,Malik Hall,Sales Development Representative,SDR,Sales,True,2025-12-16,4,1,3,1,2025-08-07,2025-08-15,95,True
00QQwMamKBTWZPleRh,Jihoon,Sanchez,Lighthouse Manufacturing,jihoon.sanchez.990@lead.example,+1-555-346-6818,Nurturing,Web,005r8kcdxSxYgha9K0,2024-02-22,001sFLgaOUEapHoxSs,00343fd5kBtxvs5zX4,006Z5CT3rHGbOB5vwM,DeShawn Kim,Sales Development Representative,SDR,Sales,True,2025-02-10,5,4,1,1,2025-10-26,2025-11-22,678,True
00QEJ59s3bxSbpsivU,Ximena,Ibrahim,Pinnacle Services,ximena.ibrahim.991@lead.example,+1-555-146-3661,Nurturing,Outbound,005GrOeBn48jU6nOpE,2025-10-29,,,,Riley Kim,Account Executive,AE,Sales,True,2022-09-01,6,4,2,3,2025-01-04,2025-01-25,63,False
00Q7R9KT9kQGshn4iG,Fatima,Anderson,Summit Logistics,fatima.anderson.992@lead.example,+1-555-760-7040,Open,Event,005AjaFO16Hd8Hp1Jf,2022-12-12,,,,Imani Rodriguez,Account Executive,AE,Sales,True,2022-03-19,3,2,1,2,2026-01-15,2026-01-20,1115,False
00QJiHNtIzMyQZ9IYF,Tariq,Gupta,Redwood Energy,tariq.gupta.993@lead.example,+1-555-570-6519,Working,Web,005SW3xD3pVRHzXb4Z,2022-01-23,,,,Saanvi Edwards,Sales Development Representative,SDR,Sales,True,2022-01-23,3,0,3,1,2025-05-18,2025-06-08,1438,False
00QacxBqjJfo31uOEO,Haruto,Sanchez,Oakridge Financial,haruto.sanchez.994@lead.example,+1-555-651-6824,Nurturing,Event,005aABhuRiSBg0srbz,2025-03-02,001QWSfvdnF8cSyjQE,0035gH023owEFOlj4x,006gNXRUooK3o2WXML,Miguel Rodriguez,Sales Development Representative,SDR,Sales,True,2025-03-23,3,3,0,1,2025-12-08,2026-01-01,304,True
00QpDLvI954e8GN0Gc,Sofia,Garcia,Pinnacle Group,sofia.garcia.995@lead.example,+1-555-125-8048,Open,Trade Show,005chtXE6kHD1j5gMk,2023-05-23,001X8vBsFXX9SQnSCo,003ULJlnnWR5XV6mNq,0063at76KdtTinC8Dp,Andre Perez,Business Development Representative,BDR,Sales,True,2023-03-22,6,4,2,2,2026-01-21,2026-01-23,953,True
00QtErBuQFlYexBxuq,Jada,Ali,Lighthouse Partners,jada.ali.996@lead.example,+1-555-949-8317,Qualified,Partner Referral,005xG5kruHOvgAC23A,2024-04-15,,,,Casey Gupta,Business Development Representative,BDR,Sales,True,2024-11-10,3,2,1,2,2025-06-28,2025-07-12,625,False
00QytEDgTF4V30A3DQ,Zuri,Martinez,Northstar Energy,zuri.martinez.997@lead.example,+1-555-204-7717,Nurturing,Outbound,005lFrIUHPTHLXsJgY,2022-04-09,001T8AFfRjlD6lsCHt,0037jF31CqnEIodDeq,006EWvDcxNhnutX7h1,Imani Taylor,Business Development Representative,BDR,Sales,True,2023-11-20,1,0,1,0,2025-12-04,2026-01-02,1362,True
00QP3u7EMktIMT79q6,Andre,Patel,Vertex Energy,andre.patel.998@lead.example,+1-555-140-7798,Open,Outbound,005Fg6NzJiUZlow1pr,2023-05-22,001aWOriFZdq4XyKin,003plK8F2n3KVG7TPF,006sakBnINjWZwuimR,Andre Ibrahim,Business Development Representative,BDR,Sales,True,2022-08-16,3,2,1,0,2025-08-22,2025-09-14,954,True
00Q2J4qhbdV8wpgjgq,Daniel,Gupta,Stratus Labs,daniel.gupta.999@lead.example,+1-555-397-3417,Open,Web,005EecxXglGcgO8nCu,2024-03-22,001QcMyuPeDK3xUUWw,0031zpkGVNvEsXE331,006CRn8vwEvaXfYGsO,Bao Wright,Account Executive,AE,Sales,True,2021-11-02,5,3,2,2,2025-05-03,2025-05-25,649,True
00QVifeGliE1Mo6l8G,Anika,Brown,Summit Technologies,anika.brown.1000@lead.example,+1-555-108-8806,Nurturing,Web,005XY8kCmJrc8XXcwE,2025-10-15,,,,Saanvi Kim,Business Development Representative,BDR,Sales,True,2023-01-05,2,0,2,2,2023-11-14,2023-12-06,77,False
00Q2qP9fcqhYecc152,Miguel,Clark,BlueSky Consulting,miguel.clark.1001@lead.example,+1-555-802-6022,Open,Event,005SotgxabsZFoiinJ,2024-06-10,001zjOTGhFov01M7no,003yZkFLA55O48WNua,006m3CZd7adpDOrZ8x,Kai Patel,Business Development Representative,BDR,Sales,True,2024-09-03,2,2,0,1,2024-01-04,2024-01-06,569,True
00QvZPG6vXhc5AjWhR,Daniel,Edwards,Clearwater Labs,daniel.edwards.1002@lead.example,+1-555-896-2796,Qualified,Partner Referral,005gXBXTL8NV8xfMOI,2023-05-30,001EtJPIUrZJCmg6b0,003GQAWYIyBKI2DLgM,006tJs2gIeB0sZnZm9,Sofia Martinez,Business Development Representative,BDR,Sales,True,2025-05-12,1,0,1,0,2024-02-19,2024-03-17,946,True
00QIazBbyNjsaWxMRD,Nia,Washington,Summit Group,nia.washington.1003@lead.example,+1-555-177-7491,Working,Trade Show,005zWOoMnQrwuxqr1I,2023-02-07,001nm9EDwaIJe0Kwz8,003TQEMm9MTU7aq4N3,006wvQvmPfQtfmip9A,Elias Smith,Sales Development Representative,SDR,Sales,True,2022-09-16,4,3,1,2,2025-07-24,2025-08-14,1058,True
00QAqdg6DQtIJKFVNW,Sofia,Lee,BlueSky Services,sofia.lee.1004@lead.example,+1-555-286-5962,Working,Trade Show,005lkDbq9IPSQ2U7zZ,2024-08-21,,,,Kai Baker,Business Development Representative,BDR,Sales,True,2022-04-20,3,2,1,1,2026-01-05,2026-01-07,497,False
00Qm3X8mrLl6Ht0lJu,Kavya,Thomas,BlueSky Software,kavya.thomas.1005@lead.example,+1-555-983-5629,Working,Trade Show,005DS8Y3naP935K0U7,2023-10-14,,,,Carmen Brown,Business Development Representative,BDR,Sales,True,2022-12-28,6,4,2,1,2025-04-18,2025-04-27,809,False
00Qc27vH6vGOhE0D0U,Zuri,Miller,Northstar Systems,zuri.miller.1006@lead.example,+1-555-973-2757,Working,Trade Show,005DJJzk8TFPHjwamm,2023-04-13,,,,Riley Washington,Business Development Representative,BDR,Sales,True,2021-10-18,2,1,1,0,2025-04-27,2025-05-21,993,False
00QAGOXBVaOVUxMixI,Akira,Alvarez,Cobalt Services,akira.alvarez.1007@lead.example,+1-555-182-1214,Nurturing,Trade Show,005M5xWWu90p0JPGJQ,2024-06-10,,,,Mei Patel,Business Development Representative,BDR,Sales,True,2025-02-14,3,1,2,2,2025-12-13,2026-01-03,569,False
00QKy0voLW7vTkj2zA,Jordan,Banerjee,Pinnacle Financial,jordan.banerjee.1008@lead.example,+1-555-450-4608,Qualified,Trade Show,005v0k6ScHdsTsZ8Rg,2022-10-02,001EKexshJ4LKMS7L9,003G3Tpd3PCaEISKne,006i3IBpMHg5h8drC4,Imani Smith,Account Executive,AE,Sales,True,2023-03-16,4,1,3,2,2025-11-16,2025-12-16,1186,True
00QC3V2Ok7qUPsSEgO,Jordan,Hernandez,Ironwood Software,jordan.hernandez.1009@lead.example,+1-555-481-3265,Qualified,Web,005UyDSWXbJPhakryL,2023-10-19,,,,Adriana Alvarez,Business Development Representative,BDR,Sales,True,2025-04-11,0,0,0,0,,,804,False
00QT7ODUPfbMQJcE4f,Javier,Cruz,Lighthouse Labs,javier.cruz.1010@lead.example,+1-555-101-2655,Open,Event,005FA8TcXwRGIFLbcj,2024-11-22,001gQ6SRYlaSXw8pgm,003PGsB7YI51FCDDok,006LhnsLx0Up9fyUZv,Jihoon Brown,Sales Development Representative,SDR,Sales,True,2023-02-13,3,2,1,1,2024-12-02,2024-12-06,404,True
00QcEE1wTJO2GMF9Gs,Keisha,Anderson,Stratus Manufacturing,keisha.anderson.1011@lead.example,+1-555-226-9309,Working,Partner Referral,005qf3JcieWVjwiYd7,2023-01-07,001GfDDDOOclBQ14cR,003A1ewWyt5UMorJIn,006hIby07E3ofZeU2V,Omar Singh,Business Development Representative,BDR,Sales,True,2024-06-04,6,3,3,4,2025-04-18,2025-04-22,1089,True
00QZy8sRkGSkCK3Jnq,Javier,Williams,Stratus Media,javier.williams.1012@lead.example,+1-555-639-1889,Working,Web,0059wya6DR3pIs3IPJ,2023-05-17,001eMe0MteUDlDC2Ls,003ujlTrb10jXu4UYC,006npFbBXurzefD5ol,Anika Clark,Account Executive,AE,Sales,True,2022-03-30,1,1,0,1,2025-06-07,2025-06-23,959,True
00Q4Yhk6JT80ckM1MC,Kai,Singh,Redwood Logistics,kai.singh.1013@lead.example,+1-555-172-5914,Nurturing,Web,005xQtcNnSs6fMHI2E,2025-04-26,,,,Bao Gupta,Account Executive,AE,Sales,True,2023-09-12,2,2,0,0,2022-04-14,2022-04-30,249,False
00QTsyUh3cxjdrDEQH,Kai,Abebe,BlueSky Group,kai.abebe.1014@lead.example,+1-555-999-8523,Working,Trade Show,0051FeBviD8WOpEx9p,2025-04-22,,,,Kavya Gupta,Sales Development Representative,SDR,Sales,True,2026-01-02,4,2,2,1,2025-06-01,2025-06-28,253,False
00QQd03br1PBBVZbr5,Saanvi,Rodriguez,Vertex Consulting,saanvi.rodriguez.1015@lead.example,+1-555-198-9750,Working,Partner Referral,005uzGGUX4TIYx0w3I,2024-04-22,001aQBhwr1qsjKJODl,003CIpZ0lSR083R7s8,006Th0TGf3zRywQqPq,Jordan Banerjee,Account Executive,AE,Sales,True,2022-08-20,3,2,1,1,2025-10-18,2025-10-23,618,True
00QDXQWLxpcvBkAhEL,Priya,Hall,Northstar Services,priya.hall.1016@lead.example,+1-555-299-3130,Qualified,Event,005aABhuRiSBg0srbz,2023-08-01,0018tJpvSGBnWAYCyA,,,Miguel Rodriguez,Sales Development Representative,SDR,Sales,True,2025-03-23,2,2,0,0,2022-10-01,2022-10-07,883,True
00Qkq1Ss991AjCV9iV,Tariq,Kim,Pinnacle Financial,tariq.kim.1017@lead.example,+1-555-248-3662,Nurturing,Inbound,005ZmDANT8NxIwQSUH,2023-06-25,,,,Akira Gonzalez,Business Development Representative,BDR,Sales,True,2026-03-10,3,0,3,1,2025-05-22,2025-06-08,920,False
00QmQeq1K0sOHesRJb,Riley,Green,Acme Health,riley.green.1018@lead.example,+1-555-608-5297,Open,Partner Referral,005gvRs74Xd8fUlA3x,2023-04-22,,,,Andre Lewis,Business Development Representative,BDR,Sales,True,2021-06-25,4,3,1,0,2024-11-14,2024-11-29,984,False
00QB55BKOVMDEsdTf7,Leila,Lopez,Cobalt Foods,leila.lopez.1019@lead.example,+1-555-972-1583,Nurturing,Trade Show,005KXIvx3Ru4Hx5BVz,2022-03-11,,,,Yara Gupta,Sales Development Representative,SDR,Sales,True,2023-10-28,5,4,1,4,2025-11-26,2025-12-16,1391,False
00QwiT8bkj7e2nK6xP,Yara,Miller,Lighthouse Services,yara.miller.1020@lead.example,+1-555-841-5301,Nurturing,Partner Referral,005T3CcQW30Fc3HxzP,2024-08-25,001AnVoFISdzQFqLeV,0037EIHwT7OQLLRAsF,0062C8NrKi7lSLjXtg,Saanvi Green,Business Development Representative,BDR,Sales,True,2025-01-20,6,2,4,2,2025-06-02,2025-06-28,493,True
00QpyETEfAEzwkR6EG,Adriana,Nguyen,Redwood Financial,adriana.nguyen.1021@lead.example,+1-555-214-6009,Open,Outbound,005FmC4bvUmQBFO9r1,2024-03-27,,,,Malik Miller,Business Development Representative,BDR,Sales,True,2021-05-28,3,1,2,0,2025-11-26,2025-11-28,644,False
00Qm54C23bzd7VR4K4,Jada,Kim,Redwood Partners,jada.kim.1022@lead.example,+1-555-805-9158,Qualified,Web,005oNQqFKPLjEKAacs,2024-07-28,001UKPGbuc8bGKx48w,0035IHcJNGLnrmc4gz,006qZIjoyXZhVHMxE5,Anika Garcia,Sales Development Representative,SDR,Sales,True,2022-11-25,2,1,1,1,2024-07-12,2024-07-17,521,True
00QrN4eZK6VyLeildN,Miguel,Baker,Acme Financial,miguel.baker.1023@lead.example,+1-555-895-2778,Open,Outbound,0055pWDZRM9H820dFq,2025-07-24,001d3U11rF0tTqBZIO,003xhtghEudHWhkffm,006MZGBXBP2GxfchRf,Jihoon Robinson,Sales Development Representative,SDR,Sales,True,2025-01-15,3,1,2,0,2024-12-14,2025-01-12,160,True
00Q2LtITdREgVgL4NE,Nia,Rodriguez,Clearwater Financial,nia.rodriguez.1024@lead.example,+1-555-725-6324,Nurturing,Trade Show,005EF1FFbGvvXzIjDl,2025-05-11,00118g7Regygft5pnd,003xdXr4WWdoPC8J1H,006Le7hlUcE81xnHfT,Tariq Moore,Sales Development Representative,SDR,Sales,True,2023-01-30,2,1,1,2,2025-06-15,2025-07-11,234,True
00QFG0KFaDpqXk7PXN,Anika,Robinson,Summit Foods,anika.robinson.1025@lead.example,+1-555-192-9120,Nurturing,Trade Show,005voBFvhNYadVKXTu,2023-12-31,001u8SjOWRyXtmlUdL,0036tfmdn81fYLVDZF,006clWzGIRBPEjqC5O,Amina Cruz,Business Development Representative,BDR,Sales,True,2024-05-30,5,4,1,2,2025-09-03,2025-09-24,731,True
00QsEm0kzMlQnKrC59,Aaliyah,Clark,Clearwater Software,aaliyah.clark.1026@lead.example,+1-555-527-5633,Open,Outbound,005SotgxabsZFoiinJ,2025-05-03,001m8YqZe3zdB4AT44,003eW654fyCbm3caF8,006ofvJO3tt9Me1FN5,Kai Patel,Business Development Representative,BDR,Sales,True,2024-09-03,2,0,2,1,2024-06-15,2024-06-22,242,True
00Q3PMOz1suIupNLRq,Maya,Green,Acme Health,maya.green.1027@lead.example,+1-555-866-6131,Working,Web,005RNwgHWbHSrrlfhq,2024-04-12,,,,Leila Lopez,Business Development Representative,BDR,Sales,True,2024-07-02,4,1,3,1,2025-07-09,2025-08-08,628,False
00Qu73x3lJsUrUFVEv,Bao,Thomas,Stratus Consulting,bao.thomas.1028@lead.example,+1-555-440-2984,Nurturing,Partner Referral,005uJa3pJEeyQVnsZp,2025-07-03,,,,Liam Abebe,Business Development Representative,BDR,Sales,True,2025-10-12,4,1,3,2,2026-01-17,2026-01-28,181,False
00QRjYX6TdN6fEO1sn,Javier,Green,Redwood Partners,javier.green.1029@lead.example,+1-555-896-9548,Working,Partner Referral,005CS61es1IwtecnA5,2024-10-06,001cQ8rvdm7MH4sp0m,003okuzQgNGT4ErpV6,006RWzsgFwfkvO5anG,Carmen Clark,Sales Development Representative,SDR,Sales,True,2025-10-14,6,3,3,1,2025-04-12,2025-04-15,451,True
00QQyMzqhJ9RWIPVwh,Daniel,Gupta,Acme Software,daniel.gupta.1030@lead.example,+1-555-414-9264,Nurturing,Trade Show,005dEsDKcaedNVmJU3,2023-03-04,001O9LZbhJB81Ru1Bx,003Tomw1eysNKmWU7B,006lUwnBC2i61OAXFX,Kai Ibrahim,Sales Development Representative,SDR,Sales,True,2022-03-15,6,4,2,3,2025-03-01,2025-03-14,1033,True
00QB4YHB6I0kdZU829,Andre,Wright,Northstar Software,andre.wright.1031@lead.example,+1-555-687-9638,Qualified,Event,005uzGGUX4TIYx0w3I,2022-09-23,001NGS9gCIUHJUeVVF,0036AWG69LhkSBcTla,006gOEiD0KlufWpX0z,Jordan Banerjee,Account Executive,AE,Sales,True,2022-08-20,7,2,5,3,2025-03-08,2025-03-16,1195,True
00QxhUNONLaGYvf8NZ,Daniel,Wilson,Northstar Services,daniel.wilson.1032@lead.example,+1-555-600-2297,Nurturing,Inbound,0058Bwr0RkCwwLehpc,2025-09-16,001T75ROAGG5Eo4bfB,003a7RT1sB56QTcbko,006kZoP8IjoD7RyvDq,Noah Singh,Business Development Representative,BDR,Sales,True,2024-09-02,1,1,0,0,2024-10-16,2024-10-27,106,True
00QfwLMJZ1q8RSwIs2,Diego,Thompson,Nimbus Systems,diego.thompson.1033@lead.example,+1-555-802-3973,Nurturing,Web,005FyZAQiHdXrvrQlY,2024-07-28,,,,Nia Kim,Account Executive,AE,Sales,True,2021-08-14,4,3,1,1,2025-11-27,2025-12-13,521,False
00QTZEtQjoMVXMdex2,Anika,Hernandez,BlueSky Retail,anika.hernandez.1034@lead.example,+1-555-137-1272,Working,Inbound,005gYdlj9yv5Cc6zkp,2022-11-16,001qDwWh9gbiHD2KVN,003pmGtU9drBjRq6Q4,006zR5AaP4rEShIwTt,Quinn Smith,Business Development Representative,BDR,Sales,True,2025-03-05,3,1,2,1,2025-01-08,2025-02-04,1141,True
00QpBYXCWuwaUo0KTc,Leila,Nguyen,Evergreen Technologies,leila.nguyen.1035@lead.example,+1-555-494-7495,Working,Inbound,005GITA8ZV1nYz3VcV,2023-02-12,001LTtmJ4WXq7jqaCb,003dgTtEP1b3ntOku5,006iOTiJi18dg87jcP,DeShawn Mitchell,Business Development Representative,BDR,Sales,True,2023-10-26,0,0,0,0,,,1053,True
00Qso3ckV5f8STHQJU,Saanvi,Sanchez,Evergreen Manufacturing,saanvi.sanchez.1036@lead.example,+1-555-125-7889,Open,Web,005a88RCsXNcc8P2XG,2023-07-30,,,,Malik Taylor,Business Development Representative,BDR,Sales,True,2022-05-21,0,0,0,0,,,885,False
00QOx7GO2J0VvimVtK,Jordan,Sanchez,Harbor Partners,jordan.sanchez.1037@lead.example,+1-555-877-3355,Nurturing,Trade Show,005IAWyyPlUBLQDIva,2022-08-10,,,,Sofia Ali,Sales Development Representative,SDR,Sales,True,2023-04-13,2,1,1,1,2023-11-29,2023-12-09,1239,False
00QcsQUpl751r4gDIp,Alex,Singh,Nimbus Logistics,alex.singh.1038@lead.example,+1-555-512-6096,Nurturing,Partner Referral,005oy1dBH72KcdA9bM,2025-06-26,001EdImOf2Du46i7qY,003HKVM2UXpcTrPckM,006TseD87EEoAHvZ9I,Akira Brown,Sales Development Representative,SDR,Sales,True,2022-05-15,4,3,1,2,2025-06-30,2025-07-15,188,True
00QeK7RXXXzGssSwzj,Yara,Khan,Vertex Systems,yara.khan.1039@lead.example,+1-555-792-6145,Working,Trade Show,005DtIhNjUqehYU9Ld,2023-02-13,001CIklKIogC5kJDKQ,0032VuWcgxXoPZrNfX,006TMnhgf0N0mbNuuw,Zuri Wong,Sales Development Representative,SDR,Sales,True,2023-03-30,5,0,5,1,2025-07-24,2025-07-27,1052,True
00QEnuLnapKRcvw6CV,Aaliyah,Gupta,Northstar Technologies,aaliyah.gupta.1040@lead.example,+1-555-922-7640,Working,Inbound,005bRaTeyEXQ8Puofm,2024-06-15,001YeyiTOfOXSYtCKN,003ibh9tcSkdNKZuJt,0068p0cB7PAG5SQBRE,Amina Davis,Business Development Representative,BDR,Sales,True,2022-10-10,1,1,0,1,2023-11-21,2023-11-22,564,True
00QsXw7qEG7rkvHjut,Casey,Ali,Clearwater Software,casey.ali.1041@lead.example,+1-555-234-2240,Working,Event,005GmCcmrt3DPvCZcO,2022-08-27,,,,Diego Baker,Business Development Representative,BDR,Sales,True,2023-03-16,3,1,2,0,2025-05-18,2025-05-31,1222,False
00QStnSff2U4TMtxze,Yara,Ibrahim,Pinnacle Logistics,yara.ibrahim.1042@lead.example,+1-555-780-6229,Working,Web,005iSUGFUqSTcmtbKs,2023-02-16,001Gw9TRpvDreTBVL4,,,Priya Diaz,Sales Development Representative,SDR,Sales,True,2023-09-28,1,0,1,1,2022-02-13,2022-02-18,1049,True
00QAUZvA1v6hCP4kEI,Alex,Davis,Cobalt Services,alex.davis.1043@lead.example,+1-555-983-2097,Nurturing,Partner Referral,005JwwpEL8xofdwkwl,2025-11-25,,,,Daniel Smith,Sales Development Representative,SDR,Sales,True,2023-09-18,3,3,0,1,2025-07-24,2025-08-03,36,False
00QDp9LDIvY4FYSpHj,Anika,Singh,Ironwood Software,anika.singh.1044@lead.example,+1-555-759-9076,Open,Partner Referral,005uJa3pJEeyQVnsZp,2025-12-24,001IvOlQ5YGIGKtjlt,0033EIUVz0LT0SdVaa,006zaSZKaW4zMBHy5Z,Liam Abebe,Business Development Representative,BDR,Sales,True,2025-10-12,3,0,3,1,2024-10-18,2024-11-08,7,True
00QsK8W7og8fEELU2G,Miguel,Wilson,Pinnacle Consulting,miguel.wilson.1045@lead.example,+1-555-412-6148,Open,Outbound,005mYnZlHWW2dnL0rt,2023-09-02,,,,Riley Jackson,Business Development Representative,BDR,Sales,True,2021-09-28,0,0,0,0,,,851,False
00Qo8Af3uh5X7STRd3,Anika,Abebe,Nimbus Systems,anika.abebe.1046@lead.example,+1-555-762-6642,Nurturing,Inbound,005k1Pfjp8rVQw0f9u,2023-07-07,,,,Elias Lee,Business Development Representative,BDR,Sales,True,2022-08-19,6,4,2,1,2025-08-30,2025-09-13,908,False
00Qh7IXv72r7Fsa0MG,Kai,Wright,Vertex Manufacturing,kai.wright.1047@lead.example,+1-555-206-7134,Nurturing,Inbound,005HAD1xOIM0ZXro8p,2023-04-23,001clvSvbJPzhPraoN,003G4gJFlcZollNWP5,006KFioDqFTHq3R8Ya,Anika Clark,Sales Development Representative,SDR,Sales,True,2025-10-04,3,3,0,3,2025-05-22,2025-06-06,983,True
00Q2m7SXY8q0RKsCzi,Keisha,Lopez,BlueSky Services,keisha.lopez.1048@lead.example,+1-555-576-7401,Qualified,Event,005PsOTr02Fp2pwCFZ,2025-09-16,,,,Liam Sanchez,Business Development Representative,BDR,Sales,True,2024-02-08,2,2,0,0,2025-06-30,2025-07-28,106,False
